"Month","PM2.5"
"01-2017",10.8612461090088
"02-2017",11.6008205413818
"03-2017",8.50103664398193
"04-2017",7.27173805236816
"05-2017",7.33614683151245
"06-2017",11.4690351486206
"07-2017",10.1133251190186
"08-2017",10.5152053833008
"09-2017",10.7236700057983
"10-2017",8.98254871368408
"11-2017",10.4473028182983
"12-2017",11.0538082122803
