City.Name,Latitude,Longitude,Arithmetic.Mean,Date.Local,County.Name,State.Name
Philadelphia,39.991389,-75.080833,11.3,9/25/17,Philadelphia,Pennsylvania
Philadelphia,39.991389,-75.080833,1.9,9/26/17,Philadelphia,Pennsylvania
Philadelphia,39.991389,-75.080833,1,9/27/17,Philadelphia,Pennsylvania
Philadelphia,39.991389,-75.080833,6.3,9/28/17,Philadelphia,Pennsylvania
Philadelphia,39.991389,-75.080833,3,9/29/17,Philadelphia,Pennsylvania
Philadelphia,39.991389,-75.080833,2.9,9/30/17,Philadelphia,Pennsylvania
Pierre,44.373786,-100.287269,7,9/1/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,20.6,9/2/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,34.4,9/3/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,5.3,9/4/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,2.7,9/5/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,1.4,9/6/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,1.2,9/7/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,6.8,9/8/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,8.3,9/9/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,7.4,9/10/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,8.6,9/11/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,7.4,9/12/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,3.5,9/13/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,27.2,9/14/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,4.8,9/15/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,-0.1,9/16/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,0,9/17/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,2.1,9/18/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,5.1,9/19/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,-0.2,9/20/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,2.2,9/21/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,6,9/22/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,1,9/23/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,-0.7,9/24/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,-0.1,9/25/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,0.3,9/26/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,-0.2,9/27/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,1.3,9/28/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,1.4,9/29/17,Hughes,South Dakota
Pierre,44.373786,-100.287269,3.3,9/30/17,Hughes,South Dakota
